cagl_id,gwk60_id_clean,qng_id,cgla_gene_name_from_deseq,cgla_common_name,cg_to_sc_relationship,pre_WGD_Ancestor,scer_gene_id,scer_gene_name,SGD_essentiality,SGD_description
CAGL0F05423g,GWK60_F05027,QNG13544.1,GWK60_F05027,,1-to-1,Anc_8.411,YDR204W,COQ4,,Protein with a role in ubiquinone (Coenzyme Q) biosynthesis; possibly functioning in stabilization of Coq7p; located on the matrix face of the mitochondrial inner membrane; component of a mitochondrial ubiquinone-synthesizing complex
CAGL0F05445g,GWK60_F05049,QNG13545.1,GWK60_F05049,,1-to-1,Anc_8.410,YDR202C,RAV2,,"Subunit of RAVE complex (Rav1p, Rav2p, Skp1p); the RAVE complex associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme"
CAGL0F05467g,GWK60_F05071,QNG13546.1,GWK60_F05071,,1-to-1,Anc_8.409,YDR201W,SPC19,inviable,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body
CAGL0F05489g,GWK60_F05093,QNG13547.1,GWK60_F05093,,2-to-2,Anc_8.408,YDR200C,VPS64,,"Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from pheromone-induced cell cycle arrest; mutant has increased aneuploidy tolerance; VPS64 has a paralog, FAR10, that arose from the whole genome duplication"
CAGL0F05511g,GWK60_F05115,QNG13548.1,GWK60_F05115,,1-to-1,Anc_8.406,YDR198C,RKM2,,Ribosomal protein lysine methyltransferase; responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp
CAGL0F05533g,GWK60_F05137,QNG13549.1,GWK60_F05137,,1-to-1,Anc_8.405,YDR197W,CBS2,,"Mitochondrial translational activator of the COB mRNA; interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader"
CAGL0F05555g,GWK60_F05159,QNG13550.1,GWK60_F05159,,1-to-1,Anc_8.404,YDR196C,CAB5,inviable,"Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable dephospho-CoA kinase (DPCK) that catalyzes the last step in coenzyme A biosynthesis; null mutant lethality is complemented by E. coli coaE (encoding DPCK); detected in purified mitochondria in high-throughput studies"
CAGL0F05577g,GWK60_F05181,QNG13551.1,GWK60_F05181,,1-to-1,Anc_8.402,YDR194C,MSS116,,DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing
CAGL0F05599g,GWK60_F05203,QNG13552.1,GWK60_F05203,,1-to-1,Anc_8.398,YDR192C,NUP42,,FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p
CAGL0F05621g,GWK60_F05225,QNG13553.1,GWK60_F05225,,1-to-1,Anc_8.396,YDR191W,HST4,,"Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism"
CAGL0F05643g,GWK60_F05247,QNG13554.1,GWK60_F05247,,1-to-1,Anc_8.395,YDR190C,RVB1,inviable,"ATP-dependent DNA helicase, also known as pontin; member of the AAA+ and RuvB-like protein families; similar to Rvb2p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"
CAGL0F05665g,GWK60_F05269,QNG13555.1,GWK60_F05269,,1-to-1,Anc_8.394,YDR189W,SLY1,inviable,Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex
CAGL0F05687g,GWK60_F05291,QNG13556.1,GWK60_F05291,,1-to-1,Anc_8.390,YDR186C,,,"Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
CAGL0F05709g,GWK60_F05313,QNG13557.1,GWK60_F05313,,1-to-1,Anc_8.387,YDR184C,ATC1,,Nuclear protein; possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern; relative distribution to the nucleus decreases upon DNA replication stress
CAGL0F05731g,GWK60_F05335,QNG13558.1,GWK60_F05335,,1-to-1,Anc_8.385,YDR183W,PLP1,,"Protein that interacts with CCT (chaperonin containing TCP-1) complex; has a role in actin and tubulin folding; has weak similarity to phosducins, which are G-protein regulators"
CAGL0F05753g,GWK60_F05357,QNG13559.1,GWK60_F05357,,1-to-1,Anc_8.383,YDR182W,CDC1,inviable,Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ signaling; mutants display actin and general growth defects and pleiotropic defects in cell cycle progression and organelle distribution
CAGL0F05775g,GWK60_F05379,QNG13560.1,GWK60_F05379,,1-to-1,Anc_8.382,YDR181C,SAS4,,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p"
CAGL0F05797g,GWK60_F05401,QNG13561.1,GWK60_F05401,,1-to-1,Anc_8.381,YDR180W,SCC2,inviable,Subunit of cohesin loading factor (Scc2p-Scc4p); a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; evolutionarily-conserved adherin; relocalizes to the cytosol in response to hypoxia
CAGL0F05819g,GWK60_F05423,QNG13562.1,GWK60_F05423,,1-to-1,Anc_8.379,YDR179W-A,,,Putative protein of unknown function
CAGL0F05841g,GWK60_F05445,QNG13563.1,GWK60_F05445,,1-to-1,Anc_8.378,YDR179C,CSN9,,"Subunit of the Cop9 signalosome; Cop9 signalosome is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling"
CAGL0F05863g,GWK60_F05467,QNG13564.1,GWK60_F05467,,1-to-2,Anc_8.377,YDR178W,SDH4,,"Membrane anchor subunit of succinate dehydrogenase; involved in coupling the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; SDH4 has a paralog, SHH4, that arose from the whole genome duplication"
CAGL0F05885g,GWK60_F05489,QNG13565.1,GWK60_F05489,,1-to-1,Anc_2.591,YMR032W,HOF1,,"SH3 domain-containing protein required for cytokinesis; localized to bud neck; phosphorylated by Dbf2p; regulates actomyosin ring dynamics and septin localization; interacts with the formins, Bni1p and Bnr1p, and with Cyk3p, Vrp1p, and Bni5p"
CAGL0F05907g,GWK60_F05511,QNG13566.1,GWK60_F05511,,1-to-1,Anc_2.593,YMR033W,ARP9,inviable,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
CAGL0F05929g,GWK60_F05533,QNG13567.1,GWK60_F05533,,1-to-1,Anc_2.594,YMR034C,,,Putative transporter; member of the SLC10 carrier family; identified in a transposon mutagenesis screen as a gene involved in azole resistance; YMR034C is not an essential gene
CAGL0F05951g,GWK60_F05555,QNG13568.1,GWK60_F05555,,1-to-1,Anc_2.595,YMR035W,IMP2,,"Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p), and Som1p"
CAGL0F05973g,GWK60_F05577,QNG13569.1,GWK60_F05577,,1-to-1,Anc_2.596,YMR036C,MIH1,,Protein tyrosine phosphatase involved in cell cycle control; regulates the phosphorylation state of Cdc28p; homolog of S. pombe cdc25
CAGL0F05995g,GWK60_F05599,QNG13570.1,MSN2,MSN2,2-to-2,Anc_2.598,YMR037C,MSN2,,"Transcriptional activator; activated in stress conditions, which results in translocation from cytoplasm to nucleus; transported back to cytoplasm once stress is removed; binds DNA at stress response elements of responsive genes, inducing gene expression; relative distribution to nucleus increases upon DNA replication stress; MSN2 has a paralog, MSN4, that arose from the whole genome duplication"
CAGL0F06017g,GWK60_F05621,QNG13571.1,LYS7,LYS7,1-to-1,Anc_2.600,YMR038C,CCS1,,Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-terminal portion is involved in insertion of copper into Sod1p under conditions of copper deprivation; protein abundance increases in response to DNA replication stress
CAGL0F06039g,GWK60_F05643,QNG13572.1,GWK60_F05643,,1-to-1,Anc_2.602,YMR039C,SUB1,,Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ); role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress
CAGL0F06061g,GWK60_F05665,QNG13573.1,GWK60_F05665,,1-to-1,Anc_2.604,YMR041C,ARA2,,"NAD-dependent arabinose dehydrogenase; involved in biosynthesis of dehydro-D-arabinono-1,4-lactone; similar to plant L-galactose dehydrogenase"
CAGL0F06127g,GWK60_F05709,QNG13574.1,GWK60_F05709,,1-to-1,Anc_2.614,YKL069W,,,"Methionine-R-sulfoxide reductase; reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress; relative distribution to the nucleus increases upon DNA replication stress"
CAGL0F06149g,GWK60_F05731,QNG13575.1,GWK60_F05731,,1-to-1,Anc_2.612,YMR048W,CSM3,,Replication fork associated factor; required for stable replication fork pausing; component of the DNA replication checkpoint pathway; required for accurate chromosome segregation during meiosis; forms nuclear foci upon DNA replication stress
CAGL0F06171g,GWK60_F05753,QNG13576.1,nup116,nup116,2-to-2,Anc_2.610,YMR047C,NUP116,inviable,"FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"
CAGL0F06215g,GWK60_F05797,QNG13577.1,GWK60_F05797,,1-to-1,Anc_2.609,YMR044W,IOC4,,Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing
CAGL0F06237g,GWK60_F05819,QNG13578.1,GWK60_F05819,,2-to-1,Anc_2.608,YMR043W,MCM1,inviable,Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia
CAGL0F06259g,GWK60_F05841,QNG13579.1,GWK60_F05841,,1-to-1,Anc_2.607,YMR042W,ARG80,,Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p
CAGL0F06325g,GWK60_F05885,QNG13580.1,GWK60_F05885,,2-to-2,Anc_2.616,YMR053C,STB2,,"Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog, STB6, that arose from the whole genome duplication"
CAGL0F06347g,GWK60_F05907,QNG13581.1,STV1,STV1,1-to-1,Anc_2.617,YMR054W,STV1,,Subunit a of the vacuolar-ATPase V0 domain; one of two isoforms (Stv1p and Vph1p); Stv1p is located in V-ATPase complexes of the Golgi and endosomes while Vph1p is located in V-ATPase complexes of the vacuole
CAGL0F06369g,GWK60_F05929,QNG13582.1,GWK60_F05929,,1-to-1,Anc_2.618,YKL073W,LHS1,,Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway
CAGL0F06391g,GWK60_F05951,QNG13583.1,GWK60_F05951,,1-to-1,Anc_2.620,YMR055C,BUB2,,"Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage"
CAGL0F06413g,GWK60_F05973,QNG13584.1,FET3,FET3,1-to-1,Anc_2.622,YMR058W,FET3,,"Ferro-O2-oxidoreductase; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity, belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress"
CAGL0F06435g,GWK60_F05995,QNG13585.1,GWK60_F05995,,1-to-1,Anc_2.625,YMR059W,SEN15,inviable,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease is composed of Sen2p, Sen15p, Sen34p, and Sen54p"
CAGL0F06457g,GWK60_F06017,QNG13586.1,GWK60_F06017,,1-to-1,Anc_2.626,YMR060C,SAM37,,Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability
CAGL0F06479g,GWK60_F06039,QNG13587.1,GWK60_F06039,,1-to-1,Anc_2.627,YMR061W,RNA14,inviable,"Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping; relocalizes to the cytosol in response to hypoxia"
CAGL0F06501g,GWK60_F06061,QNG13588.1,GWK60_F06061,,1-to-1,Anc_2.628,YMR062C,ARG7,,"Mitochondrial ornithine acetyltransferase; catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity, regenerates acetylglutamate while forming ornithine"
CAGL0F06523g,GWK60_F06083,QNG13589.1,GWK60_F06083,,1-to-1,Anc_2.629,YKL078W,DHR2,inviable,Predominantly nucleolar DEAH-box ATP-dependent RNA helicase; required for 18S rRNA synthesis
CAGL0F06545g,GWK60_F06105,QNG13590.1,GWK60_F06105,,1-to-1,Anc_2.630,YMR063W,RIM9,,Plasma membrane protein of unknown function; involved in the proteolytic activation of Rim101p in response to alkaline pH; interacts with Rim21p and Dfg16p to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; has similarity to A. nidulans PalI;
CAGL0F06567g,GWK60_F06127,QNG13591.1,GWK60_F06127,,1-to-1,Anc_2.631,YMR064W,AEP1,,Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase
CAGL0F06589g,GWK60_F06149,QNG13592.1,GWK60_F06149,,1-to-1,Anc_2.632,YMR065W,KAR5,,"Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p; expression of the gene is regulated by pheromone"
CAGL0F06611g,GWK60_F06171,QNG13593.1,GWK60_F06171,,1-to-1,Anc_2.637,YMR066W,SOV1,,Mitochondrial protein of unknown function
CAGL0F06633g,GWK60_F06193,QNG13594.1,GWK60_F06193,,1-to-1,Anc_2.638,YMR067C,UBX4,,UBX domain-containing protein that interacts with Cdc48p; involved in degradation of polyubiquitinated proteins via the ERAD (ER-associated degradation) pathway; modulates the Cdc48p-Nplp-Ufd1p AAA ATPase complex during its role in delivery of misfolded proteins to the proteasome; protein abundance increases in response to DNA replication stress
CAGL0F06655g,GWK60_F06215,QNG13595.1,GWK60_F06215,,1-to-1,Anc_2.639,YMR068W,AVO2,,Component of a complex containing the Tor2p kinase and other proteins; complex may have a role in regulation of cell growth
CAGL0F06677g,GWK60_F06237,QNG13596.1,GPA1,GPA1,1-to-1,Anc_2.643,YHR005C,GPA1,,Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress
CAGL0F06693g,GWK60_F06259,QNG13597.1,GWK60_F06259,,1-to-1,Anc_2.645,YHR005C-A,TIM10,inviable,Essential protein of the mitochondrial intermembrane space; forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane
