# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	577539	578972	+							GWK60_D05775	1434		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	577539	578972	+			QNG13003.1	uncharacterized protein			GWK60_D05775	1434		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	577539	578972	+	QNG13003.1			uncharacterized protein			GWK60_D05775	1434	477	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	579153	580496	-							GWK60_D05797	1344		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	579153	580496	-			QNG13004.1	uncharacterized protein			GWK60_D05797	1344		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	579153	580496	-	QNG13004.1			uncharacterized protein			GWK60_D05797	1344	447	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	581160	581327	-							GWK60_D05819	168		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	581160	581327	-			QNG13005.1	uncharacterized protein			GWK60_D05819	168		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	581160	581327	-	QNG13005.1			uncharacterized protein			GWK60_D05819	168	55	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	581683	582642	-							GWK60_D05841	960		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	581683	582642	-			QNG13006.1	uncharacterized protein			GWK60_D05841	960		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	581683	582642	-	QNG13006.1			uncharacterized protein			GWK60_D05841	960	319	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	582983	584944	-							GWK60_D05863	1962		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	582983	584944	-			QNG13007.1	uncharacterized protein			GWK60_D05863	1962		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	582983	584944	-	QNG13007.1			uncharacterized protein			GWK60_D05863	1962	653	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	585350	586645	+							GWK60_D05885	1296		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	585350	586645	+			QNG13008.1	uncharacterized protein			GWK60_D05885	1296		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	585350	586645	+	QNG13008.1			uncharacterized protein			GWK60_D05885	1296	431	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	586712	589357	-							GWK60_D05907	2646		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	586712	589357	-			QNG13009.1	uncharacterized protein			GWK60_D05907	2646		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	586712	589357	-	QNG13009.1			uncharacterized protein			GWK60_D05907	2646	881	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	589689	591143	-							GWK60_D05929	1455		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	589689	591143	-			QNG13010.1	uncharacterized protein			GWK60_D05929	1455		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	589689	591143	-	QNG13010.1			uncharacterized protein			GWK60_D05929	1455	484	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	591564	594185	+							GWK60_D05951	2622		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	591564	594185	+			QNG13011.1	uncharacterized protein			GWK60_D05951	2622		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	591564	594185	+	QNG13011.1			uncharacterized protein			GWK60_D05951	2622	873	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	594470	595741	+							GWK60_D05973	1272		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	594470	595741	+			QNG13012.1	uncharacterized protein			GWK60_D05973	1272		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	594470	595741	+	QNG13012.1			uncharacterized protein			GWK60_D05973	1272	423	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	596345	598675	+							GWK60_D05995	2331		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	596345	598675	+			QNG13013.1	uncharacterized protein			GWK60_D05995	2331		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	596345	598675	+	QNG13013.1			uncharacterized protein			GWK60_D05995	2331	776	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	599066	601660	-							GWK60_D06017	2595		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	599066	601660	-			QNG13014.1	uncharacterized protein			GWK60_D06017	2595		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	599066	601660	-	QNG13014.1			uncharacterized protein			GWK60_D06017	2595	864	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	602199	604028	+							GWK60_D06039	1830		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	602199	604028	+			QNG13015.1	uncharacterized protein			GWK60_D06039	1830		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	602199	604028	+	QNG13015.1			uncharacterized protein			GWK60_D06039	1830	609	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	604753	607080	+							GWK60_D06061	2328		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	604753	607080	+			QNG13016.1	uncharacterized protein			GWK60_D06061	2328		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	604753	607080	+	QNG13016.1			uncharacterized protein			GWK60_D06061	2328	775	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	607693	609387	+					ATF2		GWK60_D06083	1695		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	607693	609387	+			QNG13017.1	ATF2	ATF2		GWK60_D06083	1695		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	607693	609387	+	QNG13017.1			ATF2	ATF2		GWK60_D06083	1695	564	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	610350	611819	+					ERG1		GWK60_D06105	1470		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	610350	611819	+			QNG13018.1	ERG1	ERG1		GWK60_D06105	1470		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	610350	611819	+	QNG13018.1			ERG1	ERG1		GWK60_D06105	1470	489	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	612299	612757	+							GWK60_D06127	459		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	612299	612757	+			QNG13019.1	uncharacterized protein			GWK60_D06127	459		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	612299	612757	+	QNG13019.1			uncharacterized protein			GWK60_D06127	459	152	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	613298	613368	+							GWK60_D06149	71		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	613298	613368	+				tRNA-Gly			GWK60_D06149	71		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	613652	615436	+							GWK60_D06171	1785		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	613652	615436	+			QNG13020.1	uncharacterized protein			GWK60_D06171	1785		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	613652	615436	+	QNG13020.1			uncharacterized protein			GWK60_D06171	1785	594	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	615805	617538	+							GWK60_D06193	1734		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	615805	617538	+			QNG13021.1	uncharacterized protein			GWK60_D06193	1734		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	615805	617538	+	QNG13021.1			uncharacterized protein			GWK60_D06193	1734	577	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	618142	619716	+							GWK60_D06215	1575		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	618142	619716	+			QNG13022.1	uncharacterized protein			GWK60_D06215	1575		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	618142	619716	+	QNG13022.1			uncharacterized protein			GWK60_D06215	1575	524	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	620117	620188	+							GWK60_D06237	72		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	620117	620188	+				tRNA-Arg			GWK60_D06237	72		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	620454	620930	+							GWK60_D06259	477		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	620454	620930	+			QNG13023.1	uncharacterized protein			GWK60_D06259	477		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	620454	620930	+	QNG13023.1			uncharacterized protein			GWK60_D06259	477	158	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	621328	621400	+							GWK60_D06281	73		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	621328	621400	+				tRNA-Ala			GWK60_D06281	73		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	621900	622922	+					HEM2		GWK60_D06303	1023		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	621900	622922	+			QNG13024.1	HEM2	HEM2		GWK60_D06303	1023		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	621900	622922	+	QNG13024.1			HEM2	HEM2		GWK60_D06303	1023	340	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	623151	623591	-							GWK60_D06325	441		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	623151	623591	-			QNG13025.1	uncharacterized protein			GWK60_D06325	441		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	623151	623591	-	QNG13025.1			uncharacterized protein			GWK60_D06325	441	146	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	623995	624915	-							GWK60_D06347	921		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	623995	624915	-			QNG13026.1	uncharacterized protein			GWK60_D06347	921		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	623995	624915	-	QNG13026.1			uncharacterized protein			GWK60_D06347	921	306	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	625279	626121	+							GWK60_D06369	843		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	625279	626121	+			QNG13027.1	uncharacterized protein			GWK60_D06369	843		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	625279	626121	+	QNG13027.1			uncharacterized protein			GWK60_D06369	843	280	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	626431	628380	-							GWK60_D06391	1950		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	626431	628380	-			QNG13028.1	uncharacterized protein			GWK60_D06391	1950		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	626431	628380	-	QNG13028.1			uncharacterized protein			GWK60_D06391	1950	649	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	629683	632229	-							GWK60_D06413	2547		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	629683	632229	-			QNG13029.1	uncharacterized protein			GWK60_D06413	2547		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	629683	632229	-	QNG13029.1			uncharacterized protein			GWK60_D06413	2547	848	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	633801	633874	+							GWK60_D06435	74		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	633801	633874	+				tRNA-Val			GWK60_D06435	74		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	636089	636685	-							GWK60_D06457	597		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	636089	636685	-			QNG13030.1	uncharacterized protein			GWK60_D06457	597		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	636089	636685	-	QNG13030.1			uncharacterized protein			GWK60_D06457	597	198	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	637060	638262	+							GWK60_D06479	1203		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	637060	638262	+			QNG13031.1	uncharacterized protein			GWK60_D06479	1203		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	637060	638262	+	QNG13031.1			uncharacterized protein			GWK60_D06479	1203	400	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	639293	642331	+							GWK60_D06501	3039		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	639293	642331	+			QNG13032.1	uncharacterized protein			GWK60_D06501	3039		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	639293	642331	+	QNG13032.1			uncharacterized protein			GWK60_D06501	3039	1012	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	642576	643385	-							GWK60_D06523	810		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	642576	643385	-			QNG13033.1	uncharacterized protein			GWK60_D06523	810		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	642576	643385	-	QNG13033.1			uncharacterized protein			GWK60_D06523	810	269	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	643725	643796	-							GWK60_D06545	72		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	643725	643796	-				tRNA-Arg			GWK60_D06545	72		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	644543	645586	+							GWK60_D06567	1044		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	644543	645586	+			QNG13034.1	uncharacterized protein			GWK60_D06567	1044		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	644543	645586	+	QNG13034.1			uncharacterized protein			GWK60_D06567	1044	347	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	646500	647828	+					MET15		GWK60_D06589	1329		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	646500	647828	+			QNG13035.1	MET15	MET15		GWK60_D06589	1329		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	646500	647828	+	QNG13035.1			MET15	MET15		GWK60_D06589	1329	442	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	648633	650966	-					ACO1		GWK60_D06611	2334		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	648633	650966	-			QNG13036.1	ACO1	ACO1		GWK60_D06611	2334		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	648633	650966	-	QNG13036.1			ACO1	ACO1		GWK60_D06611	2334	777	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	652015	657723	-					STT4		GWK60_D06633	5709		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	652015	657723	-			QNG13037.1	STT4	STT4		GWK60_D06633	5709		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	652015	657723	-	QNG13037.1			STT4	STT4		GWK60_D06633	5709	1902	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	658872	659435	+							GWK60_D06655	564		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	658872	659435	+			QNG13038.1	uncharacterized protein			GWK60_D06655	564		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	658872	659435	+	QNG13038.1			uncharacterized protein			GWK60_D06655	564	187	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	659601	660689	+							GWK60_D06677	1089		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	659601	660689	+			QNG13039.1	uncharacterized protein			GWK60_D06677	1089		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	659601	660689	+	QNG13039.1			uncharacterized protein			GWK60_D06677	1089	362	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	660961	664887	-							GWK60_D06699	3927		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	660961	664887	-			QNG13040.1	uncharacterized protein			GWK60_D06699	3927		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	660961	664887	-	QNG13040.1			uncharacterized protein			GWK60_D06699	3927	1308	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	665678	665992	-							GWK60_D06721	315		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	665678	665992	-			QNG13041.1	uncharacterized protein			GWK60_D06721	315		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	665678	665992	-	QNG13041.1			uncharacterized protein			GWK60_D06721	315	104	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	667277	668938	+							GWK60_D06743	1662		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	667277	668938	+			QNG13042.1	uncharacterized protein			GWK60_D06743	1662		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	667277	668938	+	QNG13042.1			uncharacterized protein			GWK60_D06743	1662	553	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	669164	669424	+							GWK60_D06765	261		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	669164	669424	+			QNG13043.1	uncharacterized protein			GWK60_D06765	261		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	669164	669424	+	QNG13043.1			uncharacterized protein			GWK60_D06765	261	86	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	670090	672282	+							GWK60_D06787	2193		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	670090	672282	+			QNG13044.1	uncharacterized protein			GWK60_D06787	2193		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	670090	672282	+	QNG13044.1			uncharacterized protein			GWK60_D06787	2193	730	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	672857	676423	-							GWK60_D06809	3567		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	672857	676423	-			QNG13045.1	uncharacterized protein			GWK60_D06809	3567		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	672857	676423	-	QNG13045.1			uncharacterized protein			GWK60_D06809	3567	1188	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	677788	680490	+							GWK60_D06831	2703		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	677788	680490	+			QNG13046.1	uncharacterized protein			GWK60_D06831	2703		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	677788	680490	+	QNG13046.1			uncharacterized protein			GWK60_D06831	2703	900	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	683444	685018	+					ALD4		GWK60_D06853	1575		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	683444	685018	+			QNG13047.1	ALD4	ALD4		GWK60_D06853	1575		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	D	CP048233.1	683444	685018	+	QNG13047.1			ALD4	ALD4		GWK60_D06853	1575	524	
