Chromosome,Strand,Position,Reads,Gene
I,W,2684862,1,nan
I,W,2684868,1,nan
I,W,2684956,205,nan
I,W,2684973,19,nan
I,W,2684977,57,nan
I,W,2684987,1,nan
I,W,2684988,75,nan
I,W,2684994,4,nan
I,W,2685073,1,nan
I,W,2685156,4,nan
I,W,2685283,1,nan
I,W,2685322,15,nan
I,W,2685403,2,nan
I,W,2685429,1,nan
I,W,2685467,6,nan
I,W,2685474,34,nan
I,W,2685506,47,nan
I,W,2685555,1,nan
I,W,2685559,1,nan
I,W,2685612,22,nan
I,W,2685703,2,nan
I,W,2685726,1,nan
I,W,2685758,198,nan
I,W,2685761,2,nan
I,W,2686016,5,nan
I,W,2686053,17,nan
I,W,2686058,47,nan
I,W,2686064,26,nan
I,W,2686065,1,nan
I,W,2686076,568,nan
I,W,2686077,1,nan
I,W,2686235,2,nan
I,W,2686422,4,nan
I,W,2686456,1,nan
I,W,2686492,1,nan
I,W,2687331,1,nan
I,W,2687670,2,nan
I,W,2687804,2,nan
I,W,2687945,80,nan
I,W,2688074,7,nan
I,W,2688111,4,nan
I,W,2688231,4,nan
I,W,2688241,29,nan
I,W,2688302,1,nan
I,W,2688638,47,nan
I,W,2688711,1,nan
I,W,2688722,2,nan
I,W,2688800,1,nan
I,W,2688840,2,nan
I,W,2689177,5,nan
I,W,2689423,5,nan
I,W,2689446,29,nan
I,W,2689458,3,nan
I,W,2689467,1,nan
I,W,2689471,1,nan
I,W,2689472,90,nan
I,W,2689474,1,nan
I,W,2689512,7,nan
I,W,2689513,1,nan
I,W,2689525,24,nan
I,W,2689535,3,nan
I,W,2689544,1,nan
I,W,2689552,232,nan
I,W,2689555,1,nan
I,W,2689557,7,nan
I,W,2689566,121,nan
I,W,2689611,1,nan
I,W,2689630,3,nan
I,W,2689658,4,nan
I,W,2689659,1,nan
I,W,2689663,1,nan
I,W,2689709,1,nan
I,W,2689745,1,nan
I,W,2689776,50,nan
I,W,2689808,1,nan
I,W,2689826,12,nan
I,W,2689827,1,nan
I,W,2689902,1,nan
I,W,2690269,1,nan
I,W,2690273,4,nan
I,W,2690551,5,nan
I,W,2690696,1,nan
I,W,2690840,3,nan
I,W,2690846,11,nan
I,W,2690874,1,nan
I,W,2690883,2,nan
I,W,2690885,3,nan
I,W,2690904,1,nan
I,W,2690924,5,nan
I,W,2690969,12,nan
I,W,2690975,1,nan
I,W,2690977,4,nan
I,W,2690993,3,nan
I,W,2691128,1,nan
I,W,2691129,1,nan
I,W,2691223,2,nan
I,W,2691255,3,nan
I,W,2691261,1,nan
I,W,2691263,141,nan
I,W,2691264,1,nan
I,W,2691267,1,nan
I,W,2691274,16,nan
I,W,2691760,1,nan
I,W,2691807,3,nan
I,W,2691879,1,nan
I,W,2691944,2,nan
I,W,2692070,1,nan
I,W,2692072,5,nan
I,W,2692074,8,nan
I,W,2692159,2,nan
I,W,2692238,1,nan
I,W,2692270,8,nan
I,W,2692432,2,nan
I,W,2692643,471,nan
I,W,2692663,125,nan
I,W,2692677,1,nan
I,W,2692692,1,nan
I,W,2692712,2,nan
I,W,2692760,3,nan
I,W,2692884,1,nan
I,W,2692966,2,nan
I,W,2692978,2,nan
I,W,2693154,1,nan
I,W,2693338,247,nan
I,W,2693476,2,nan
I,W,2693485,1,nan
I,W,2693743,1,nan
I,W,2693769,2,nan
I,W,2693770,3096,nan
I,W,2693778,53,nan
I,W,2693779,2,nan
I,W,2693780,227,nan
I,W,2693783,8,nan
I,W,2693787,163,nan
I,W,2693945,4,nan
I,W,2693965,1,nan
I,W,2694007,7,nan
I,W,2694026,2,nan
I,W,2694042,1,nan
I,W,2694173,86,nan
I,W,2694179,964,nan
I,W,2694196,1,nan
I,W,2694258,3,nan
I,W,2694260,3,nan
I,W,2694277,249,nan
I,W,2694278,1,nan
I,W,2694290,1,nan
I,W,2694291,4437,nan
I,W,2694292,4,nan
I,W,2694294,2,nan
I,W,2694295,552,nan
I,W,2694297,18,nan
I,W,2694300,2,nan
I,W,2694322,4,nan
I,W,2694330,1,nan
I,W,2694342,3,nan
I,W,2694360,1,nan
I,W,2694404,1,nan
I,W,2694424,2,nan
I,W,2694499,177,nan
I,W,2694510,366,nan
I,W,2694602,1,nan
I,W,2694644,1,nan
I,W,2694661,1,nan
I,W,2694684,36,nan
I,W,2694688,2,nan
I,W,2694690,7,nan
I,W,2694693,2,nan
I,W,2694696,2,nan
I,W,2694697,1037,nan
I,W,2694705,2,nan
I,W,2695125,1,nan
I,W,2695149,2,nan
I,W,2695561,2,nan
I,W,2695996,1,nan
I,W,2696187,1,nan
I,W,2696289,1,nan
I,W,2696633,2,nan
I,W,2696857,2,nan
I,W,2697216,1,nan
I,W,2697233,2,nan
I,W,2697381,1,nan
I,W,2697383,30,nan
I,W,2697533,2,nan
I,W,2697576,1,nan
I,W,2697629,1,nan
I,W,2697668,2,nan
I,W,2697703,1,nan
I,W,2697836,1,nan
I,W,2697985,4,nan
I,W,2697993,23,nan
I,W,2698027,65,nan
I,W,2698087,2,nan
I,W,2698133,60,nan
I,W,2698148,5,nan
I,W,2698172,2,nan
I,W,2698173,7,nan
I,W,2698176,2,nan
I,W,2698191,4,nan
I,W,2698203,1,nan
I,W,2698204,4,nan
I,W,2698210,59,nan
I,W,2698215,2,nan
I,W,2698366,1,nan
I,W,2698377,1,nan
I,W,2698486,2,nan
I,W,2698502,5,nan
I,W,2698580,2,nan
I,W,2698661,2,nan
I,W,2698714,16,nan
I,W,2698739,1,nan
I,W,2698787,1,nan
I,W,2698791,3,nan
I,W,2698889,8,nan
I,W,2699028,2,nan
I,W,2700082,1,nan
I,W,2700185,1,nan
I,W,2700259,1,nan
I,W,2700310,1,nan
I,W,2700331,3,nan
I,W,2700340,5,nan
I,W,2700342,149,nan
I,W,2700346,1,nan
I,W,2700348,2,nan
I,W,2700385,3,nan
I,W,2700412,1,nan
I,W,2700417,2,nan
I,W,2700419,2,nan
I,W,2700461,13,nan
I,W,2700593,4,nan
I,W,2700672,1,nan
I,W,2701030,1,nan
I,W,2701051,2,nan
I,W,2701098,2,nan
I,W,2701128,1,nan
I,W,2701213,3,nan
I,W,2701242,1,nan
I,W,2701243,978,nan
I,W,2701257,1,nan
I,W,2701275,2,nan
I,W,2701281,1,nan
I,W,2701282,127,nan
I,W,2701287,1,nan
I,W,2701464,1,nan
I,W,2701572,1,nan
I,W,2701581,105,nan
I,W,2701582,1,nan
I,W,2701604,2,nan
I,W,2702066,1,nan
I,W,2702360,2,nan
I,W,2702499,1,nan
I,W,2702747,3,nan
I,W,2702759,9,nan
I,W,2702767,1,nan
I,W,2702800,1,nan
I,W,2703065,1,nan
I,W,2703218,1,nan
I,W,2703647,1,nan
I,W,2703782,2,nan
I,W,2703814,94,nan
I,W,2703815,7,nan
I,W,2703826,118,nan
I,W,2703830,9,nan
I,W,2703837,1,nan
I,W,2703838,259,nan
I,W,2703839,97,nan
I,W,2703908,1,nan
I,W,2703910,1,nan
I,W,2703914,7,nan
I,W,2703916,242,nan
I,W,2703918,445,nan
I,W,2703920,5,nan
I,W,2703925,5,nan
I,W,2703931,1,nan
I,W,2703932,2215,nan
I,W,2703933,3,nan
I,W,2703934,1088,nan
I,W,2703941,1,nan
I,W,2703943,3,nan
I,W,2703945,130,nan
I,W,2703952,5,nan
I,W,2703953,2,nan
I,W,2703954,1154,nan
I,W,2703956,93,nan
I,W,2704028,2,nan
I,W,2704174,91,nan
I,W,2704211,2,nan
I,W,2704243,14,nan
I,W,2704245,6,nan
I,W,2704268,110,nan
I,W,2704548,1,nan
I,W,2704640,71,nan
I,W,2704690,47,nan
I,W,2704718,1,nan
I,W,2704721,1,nan
I,W,2704933,1,nan
I,W,2705185,1,nan
I,W,2705371,1,nan
I,W,2705577,1,nan
I,W,2705617,2,nan
I,W,2705657,3,nan
I,W,2705674,1,nan
I,W,2705692,1,nan
I,W,2705694,2,nan
I,W,2705703,26,nan
I,W,2705721,5,nan
I,W,2705738,4,nan
I,W,2705740,53,nan
I,W,2705783,56,nan
I,W,2705858,1,nan
I,W,2705977,2,nan
I,W,2706024,103,nan
I,W,2706179,1,nan
I,W,2706202,1,nan
I,W,2706239,1,nan
I,W,2706258,1,nan
I,W,2706261,1,nan
I,W,2706333,1,nan
I,W,2706364,2,nan
I,W,2706429,2,nan
I,W,2706457,3,nan
I,W,2706466,1,nan
I,W,2706600,1,nan
I,W,2706612,1,nan
I,W,2706630,1,nan
I,W,2707010,1,nan
I,W,2707141,1,nan
I,W,2707163,1,nan
I,W,2707321,1,nan
I,W,2707323,2,nan
I,W,2707348,27,nan
I,W,2707355,45,nan
I,W,2707361,20,nan
I,W,2707368,79,nan
I,W,2707382,357,nan
I,W,2707383,2,nan
I,W,2707402,1,nan
I,W,2707513,1,nan
I,W,2707661,1,nan
I,W,2707670,172,nan
I,W,2707807,1,nan
I,W,2708005,1,nan
I,W,2708007,1,nan
I,W,2708019,1,nan
I,W,2708034,1,nan
I,W,2708036,5,nan
I,W,2708038,2,nan
I,W,2708057,2,nan
I,W,2708066,9,nan
I,W,2708068,1,nan
I,W,2708076,1,nan
I,W,2708154,5,nan
I,W,2708159,1,nan
I,W,2708311,1,nan
I,W,2708350,1,nan
I,W,2708416,2,nan
I,W,2708482,1,nan
I,W,2708674,2,nan
I,W,2708684,3,nan
I,W,2708726,1,nan
I,W,2708887,2,nan
I,W,2708952,12,nan
I,W,2708964,2,nan
I,W,2709007,1,nan
I,W,2709136,2,nan
I,W,2709169,1,nan
I,W,2709175,3,nan
I,W,2709181,8,nan
I,W,2709192,1,nan
I,W,2709211,1,nan
I,W,2709293,1,nan
I,W,2709325,1,nan
I,W,2709435,42,nan
I,W,2709472,2,nan
I,W,2709478,19,nan
I,W,2709480,31,nan
I,W,2709496,1,nan
I,W,2709499,1,nan
I,W,2709500,4,nan
I,W,2709501,2,nan
I,W,2709593,23,nan
I,W,2709604,1,nan
I,W,2709609,1,nan
I,W,2709615,9,nan
I,W,2709617,1,nan
I,W,2709627,8,nan
I,W,2709628,1,nan
I,W,2709636,4,nan
I,W,2709644,1,nan
I,W,2709663,160,nan
I,W,2709665,1,nan
I,W,2709685,34,nan
I,W,2709687,3,nan
I,W,2709752,16,nan
I,W,2709825,11,nan
I,W,2709868,53,nan
I,W,2709869,1,nan
I,W,2709888,3,nan
I,W,2709971,1,nan
I,W,2710056,268,nan
I,W,2710220,1,nan
I,W,2710779,31,nan
I,W,2710849,1,nan
I,W,2711067,14,nan
I,W,2711219,1,nan
I,W,2711220,8,nan
I,W,2711484,1,nan
I,W,2711533,4,nan
I,W,2711534,2203,nan
I,W,2711535,1,nan
I,W,2711628,2,nan
I,W,2711635,1,nan
I,W,2711762,1,nan
I,W,2711848,2,nan
I,W,2711874,8,nan
I,W,2711952,1,nan
I,W,2712029,35,nan
I,W,2712109,1,nan
I,W,2712231,1,nan
I,W,2712254,2,nan
I,W,2712308,4,nan
I,W,2712405,1,nan
I,W,2712443,1,nan
I,W,2712465,1,nan
I,W,2712481,80,nan
I,W,2712482,2,nan
I,W,2712519,4,nan
I,W,2712523,1,nan
I,W,2712530,2,nan
I,W,2712596,1,nan
I,W,2712603,14,nan
I,W,2712619,2,nan
I,W,2712628,3,nan
I,W,2712675,6,nan
I,W,2712679,21,nan
I,W,2712702,2,nan
I,W,2712819,1,nan
I,W,2712863,2,nan
I,W,2712884,73,nan
I,W,2713085,11,nan
I,W,2713095,3,nan
I,W,2713102,2,nan
I,W,2713112,1,nan
I,W,2713113,168,nan
I,W,2713372,1,nan
I,W,2713376,1,nan
I,W,2713399,17,nan
I,W,2713446,2,nan
I,W,2713510,75,nan
I,W,2713511,1,nan
I,W,2713514,38,nan
I,W,2713543,13,nan
I,W,2713553,2,nan
I,W,2713564,4,nan
I,W,2713638,3,nan
I,W,2713642,56,nan
I,W,2713644,1,nan
I,W,2713780,2,nan
I,W,2713809,2,nan
I,W,2713812,1,nan
I,W,2714188,4,nan
I,W,2714199,3,nan
I,W,2714280,1,nan
I,W,2714310,2,nan
I,W,2714368,1,nan
I,W,2714446,1,nan
I,W,2714458,1,nan
I,W,2714502,1,nan
I,W,2714518,2,nan
I,W,2714530,10,nan
I,W,2714532,285,nan
I,W,2714540,15,nan
I,W,2714541,1,nan
I,W,2714577,1,nan
I,W,2714578,42,nan
I,W,2714583,63,nan
I,W,2714616,1,nan
I,W,2714646,1,nan
I,W,2714668,4,nan
I,W,2714775,1,nan
I,W,2714781,1,nan
I,W,2714887,1,nan
I,W,2714888,336,nan
I,W,2714965,3,nan
I,W,2714973,14,nan
I,W,2714974,1,nan
I,W,2715032,61,nan
I,W,2715069,2,nan
I,W,2715202,2,nan
I,W,2715258,66,nan
I,W,2715433,1,nan
I,W,2715440,1,nan
I,W,2715640,12,nan
I,W,2715798,37,nan
I,W,2715874,78,nan
I,W,2715885,1,nan
I,W,2715894,4,nan
I,W,2716044,48,nan
I,W,2716087,8,nan
I,W,2716111,1,nan
I,W,2716170,1,nan
I,W,2716227,1,nan
I,W,2716371,5,nan
I,W,2716389,3,nan
I,W,2716434,3,nan
I,W,2716564,1,nan
I,W,2716597,27,nan
I,W,2716650,1,nan
I,W,2716667,1,nan
I,W,2717048,1,nan
I,W,2717049,7,nan
I,W,2717106,2,nan
I,W,2717109,1,nan
I,W,2717525,23,nan
I,W,2717683,12,nan
I,W,2717721,34,nan
I,W,2717981,1,nan
I,W,2718051,1,nan
I,W,2718072,2,nan
I,W,2718276,6,nan
I,W,2718337,1,nan
I,W,2718355,3,nan
I,W,2718370,1,nan
I,W,2718406,1,nan
I,W,2718415,33,nan
I,W,2718449,1,nan
I,W,2718451,60,nan
I,W,2718519,1,nan
I,W,2718534,248,nan
I,W,2718539,1,nan
I,W,2718541,890,nan
I,W,2718547,1,nan
I,W,2718548,402,nan
I,W,2718609,1,nan
I,W,2718624,117,nan
I,W,2718627,2,nan
I,W,2718658,2,nan
I,W,2718674,42,nan
I,W,2718698,505,nan
I,W,2718704,2,nan
I,W,2718710,304,nan
I,W,2718715,21,nan
I,W,2718736,1,nan
I,W,2718767,1,nan
I,W,2718790,1,nan
I,W,2718903,1,nan
I,W,2718910,81,nan
I,W,2719066,4,nan
I,W,2719099,136,nan
I,W,2719111,2,nan
I,W,2719143,1,nan
I,W,2719146,209,nan
I,W,2719178,3,nan
I,W,2719230,2,nan
I,W,2719483,1,nan
I,W,2719509,2,nan
I,W,2719512,29,nan
I,W,2719549,1,nan
I,W,2719570,3,nan
I,W,2719648,1,nan
I,W,2719875,9,nan
I,W,2719877,3,nan
I,W,2719916,2,nan
I,W,2719921,44,nan
I,W,2720067,1,nan
I,W,2720078,3,nan
I,W,2720149,3,nan
I,W,2720151,4,nan
I,W,2720153,270,nan
I,W,2720194,1,nan
I,W,2720211,1,nan
I,W,2720217,2,nan
I,W,2720229,281,nan
I,W,2720245,11,nan
I,W,2720259,4,nan
I,W,2720260,638,nan
I,W,2720261,1,nan
I,W,2720288,30,nan
I,W,2720296,13,nan
I,W,2720317,329,nan
I,W,2720319,158,nan
I,W,2720331,1,nan
I,W,2720428,2,nan
I,W,2720482,2,nan
I,W,2720502,1,nan
I,W,2720507,7,nan
I,W,2720612,1,nan
I,W,2720623,104,nan
I,W,2720736,29,nan
I,W,2720745,2,nan
I,W,2720768,26,nan
I,W,2720769,1,nan
I,W,2720770,1,nan
I,W,2720797,10,nan
I,W,2720805,4,nan
I,W,2721067,1,nan
I,W,2721078,4,nan
I,W,2721220,1,nan
I,W,2721942,1,nan
I,W,2722396,3,nan
I,W,2722400,2,nan
I,W,2722511,2,nan
I,W,2722660,1,nan
I,W,2722673,3,nan
I,W,2722674,568,nan
I,W,2722678,109,nan
I,W,2722686,5,nan
I,W,2722696,3,nan
I,W,2722699,2,nan
I,W,2722710,8,nan
I,W,2722910,13,nan
I,W,2723026,20,nan
I,W,2723151,1,nan
I,W,2723152,7,nan
I,W,2723153,4156,nan
I,W,2723156,2,nan
I,W,2723165,3,nan
I,W,2723171,6,nan
I,W,2723179,1,nan
I,W,2723297,4,nan
I,W,2723417,4,nan
I,W,2723475,1,nan
I,W,2723509,3,nan
I,W,2723772,13,nan
I,W,2723785,1,nan
I,W,2723786,9,nan
I,W,2723866,1,nan
I,W,2723894,3,nan
I,W,2723904,1,nan
I,W,2723906,3,nan
I,W,2723928,6,nan
I,W,2723944,1,nan
I,W,2723960,1,nan
I,W,2723994,1,nan
I,W,2724040,1,nan
I,W,2724116,1,nan
I,W,2724120,1,nan
I,W,2724140,1,nan
I,W,2724172,66,nan
I,W,2724205,8,nan
I,W,2724242,1,nan
I,W,2724288,4,nan
I,W,2724469,1,nan
I,W,2724471,18,nan
I,W,2724473,1,nan
I,W,2724773,1,nan
I,W,2725090,1,nan
I,W,2725363,1,nan
I,W,2725508,1,nan
I,W,2725521,1,nan
I,W,2725609,1,nan
I,W,2725815,1,nan
I,W,2725850,1,nan
I,W,2725857,1,nan
I,W,2726078,127,nan
I,W,2726082,82,nan
I,W,2726083,1,nan
I,W,2726090,2,nan
I,W,2726091,1599,nan
I,W,2726104,50,nan
I,W,2726113,1,nan
I,W,2726120,1,nan
I,W,2726123,20,nan
I,W,2726125,86,nan
I,W,2726139,3,nan
I,W,2726140,10,nan
I,W,2726141,3,nan
I,W,2726145,4,nan
I,W,2726315,10,nan
I,W,2726443,1,nan
I,W,2726484,20,nan
I,W,2726489,1,nan
I,W,2726500,1,nan
I,W,2726634,3,nan
I,W,2727140,3,nan
I,W,2727385,1,nan
I,W,2727451,1,nan
I,W,2727678,2,nan
I,W,2728223,19,nan
I,W,2728250,1,nan
I,W,2728386,1,nan
I,W,2728517,1,nan
I,W,2728545,1,nan
I,W,2728548,2,nan
I,W,2728575,16,nan
I,W,2728736,5,nan
I,W,2728785,1,nan
I,W,2729018,13,nan
I,W,2729066,1,nan
I,W,2729100,2,nan
I,W,2729137,1,nan
I,W,2729197,1,nan
I,W,2729219,1,nan
I,W,2729359,1,nan
I,W,2729516,2,nan
I,W,2729599,1,nan
I,W,2730211,2,nan
I,W,2730414,12,nan
I,W,2730425,2,nan
I,W,2730523,10,nan
I,W,2730531,1,nan
I,W,2730554,1,nan
I,W,2730605,1,nan
I,W,2730738,2,nan
I,W,2730830,1,nan
I,W,2730929,1,nan
I,W,2730954,1,nan
I,W,2730956,2,nan
I,W,2731218,1,nan
I,W,2731648,8,nan
I,W,2731725,1,nan
I,W,2731780,1,nan
I,W,2732027,1,nan
I,W,2732029,1,nan
I,W,2732030,407,nan
I,W,2732033,1,nan
I,W,2732035,1,nan
I,W,2732042,1,nan
I,W,2732062,1,nan
I,W,2732175,2,nan
I,W,2732183,1,nan
I,W,2732222,2,nan
I,W,2732366,1,nan
I,W,2732439,4,nan
I,W,2732537,14,nan
I,W,2732545,3,nan
I,W,2732579,1,nan
I,W,2732671,1,nan
I,W,2732705,1,nan
I,W,2732709,1,nan
I,W,2732749,1,nan
I,W,2732789,1,nan
I,W,2732820,1,nan
I,W,2732821,4479,nan
I,W,2732822,8,nan
I,W,2732845,92,nan
I,W,2733112,18,nan
I,W,2733130,10,nan
I,W,2733133,4,nan
I,W,2733279,2,nan
I,W,2733335,1,nan
I,W,2733442,7,nan
I,W,2733465,1,nan
I,W,2733558,1,nan
I,W,2733563,8,nan
I,W,2733666,3,nan
I,W,2733669,1,nan
I,W,2733690,2,nan
I,W,2733708,1,nan
I,W,2733833,6,nan
I,W,2733852,2,nan
I,W,2733856,5,nan
I,W,2733894,1,nan
I,W,2733973,3,nan
I,W,2734015,1,nan
I,W,2734017,2,nan
I,W,2734019,5,nan
I,W,2734189,5,nan
I,W,2734213,3,nan
I,W,2734259,1,nan
I,W,2734732,1,nan
I,W,2735064,1,nan
I,W,2735204,1,nan
I,W,2735395,1,nan
I,W,2736203,1,nan
I,W,2736218,6,nan
I,W,2736242,73,nan
I,W,2736262,1,nan
I,W,2736279,1,nan
I,W,2736280,130,nan
I,W,2736282,212,nan
I,W,2736311,2,nan
I,W,2736451,1,nan
I,W,2736453,1,nan
I,W,2736559,42,nan
I,W,2736587,2,nan
I,W,2736603,2,nan
I,W,2736925,1,nan
I,W,2737133,1,nan
I,W,2737135,5,nan
I,W,2737147,3,nan
I,W,2737485,17,nan
I,W,2737487,1,nan
I,W,2737580,139,nan
I,W,2737737,13,nan
I,W,2737816,28,nan
I,W,2737852,1,nan
I,W,2737972,3,nan
I,W,2737984,12,nan
I,W,2737993,7,nan
I,W,2737998,2,nan
I,W,2738166,5,nan
I,W,2738332,13,nan
I,W,2738412,3,nan
I,W,2738627,22,nan
I,W,2738631,1,nan
I,W,2738636,16,nan
I,W,2738643,18,nan
I,W,2738647,2,nan
I,W,2738654,1,nan
I,W,2738818,2,nan
I,W,2738883,1,nan
I,W,2738903,1,nan
I,W,2738918,2,nan
I,W,2738943,108,nan
I,W,2738956,22,nan
I,W,2738960,2,nan
I,W,2738974,1,nan
I,W,2739255,8,nan
I,W,2739264,1,nan
I,W,2739268,12,nan
I,W,2739281,1,nan
I,W,2739440,4,nan
I,W,2739583,180,nan
I,W,2739640,1,nan
I,W,2739702,1,nan
I,W,2739723,98,nan
I,W,2739957,1,nan
I,W,2739968,219,nan
I,W,2739993,1,nan
I,W,2740095,36,nan
I,W,2740108,1,nan
I,W,2740285,1,nan
I,W,2740371,4,nan
I,W,2740398,2,nan
I,W,2740403,3,nan
I,W,2740434,1,nan
I,W,2740452,4,nan
I,W,2740469,148,nan
I,W,2740471,130,nan
I,W,2740484,2,nan
I,W,2740496,5,nan
I,W,2740507,177,nan
I,W,2740510,5,nan
I,W,2740513,29,nan
I,W,2740524,1,nan
I,W,2740957,554,nan
I,W,2741055,1,nan
I,W,2741101,1,nan
I,W,2741285,1,nan
I,W,2741400,2,nan
I,W,2741527,2,nan
I,W,2741841,1,nan
I,W,2742061,15,nan
I,W,2742065,157,nan
I,W,2742287,21,nan
I,W,2742325,1,nan
I,W,2742391,31,nan
I,W,2742497,202,nan
I,W,2742527,5,nan
I,W,2742662,1,nan
I,W,2742765,1,nan
I,W,2742787,1,nan
I,W,2742914,19,nan
I,W,2742990,378,nan
I,W,2743000,171,nan
I,W,2743102,50,nan
I,W,2743106,1,nan
I,W,2743237,10,nan
I,W,2743292,3,nan
I,W,2743298,1,nan
I,W,2743373,1,nan
I,W,2743804,1363,nan
I,W,2743820,812,nan
I,W,2743821,2,nan
I,W,2743924,5,nan
I,W,2744101,16,nan
I,W,2744107,2,nan
I,W,2744254,6,nan
I,W,2744459,1,nan
I,W,2744737,1,nan
I,W,2744758,6,nan
I,W,2744770,1,nan
I,W,2745140,1,nan
I,W,2745198,204,nan
I,W,2745201,1,nan
I,W,2745205,125,nan
I,W,2745206,1,nan
I,W,2745207,30,nan
I,W,2745213,1,nan
I,W,2745379,1,nan
I,W,2745381,76,nan
I,W,2745434,1,nan
I,W,2745670,2,nan
I,W,2745682,5,nan
I,W,2745701,1,nan
I,W,2745709,9,nan
I,W,2745724,2,nan
I,W,2745775,2,nan
I,W,2745808,209,nan
I,W,2745855,3,nan
I,W,2745890,7,nan
I,W,2745984,2,nan
I,W,2746006,3,nan
I,W,2746046,1,nan
I,W,2746081,1,nan
I,W,2746140,1,nan
I,W,2746226,2,nan
I,W,2746276,2,nan
I,W,2746277,3,nan
I,W,2746523,3,nan
I,W,2746524,3,nan
I,W,2746684,1,nan
I,W,2746717,1,nan
I,W,2746787,1,nan
I,W,2746788,1,nan
I,W,2746790,1,nan
I,W,2746976,2,nan
I,W,2747218,3,nan
I,W,2748008,5,nan
I,W,2748012,1,nan
I,W,2748147,2,nan
I,W,2748151,44,nan
I,W,2748152,1,nan
I,W,2748160,2,nan
I,W,2748172,1,nan
I,W,2748176,147,nan
I,W,2748180,21,nan
I,W,2748181,24,nan
I,W,2748183,1,nan
I,W,2748226,1,nan
I,W,2748354,2,nan
I,W,2748373,31,nan
I,W,2748467,1,nan
I,W,2748479,1,nan
I,W,2748553,1,nan
I,W,2748634,35,nan
I,W,2748640,43,nan
I,W,2748642,37,nan
I,W,2748667,3,nan
I,W,2748676,1,nan
I,W,2748764,1,nan
I,W,2748846,2,nan
I,W,2748854,57,nan
I,W,2748864,2,nan
I,W,2748876,2,nan
I,W,2748880,1,nan
I,W,2748887,77,nan
I,W,2748890,7,nan
I,W,2748894,3,nan
I,W,2748899,1,nan
I,W,2748904,1,nan
I,W,2748926,13,nan
I,W,2748935,489,nan
I,W,2748936,1,nan
I,W,2749070,1,nan
I,W,2749157,2,nan
I,W,2749181,1,nan
I,W,2749255,1,nan
I,W,2749266,2,nan
I,W,2749354,17,nan
I,W,2749372,79,nan
I,W,2749418,1,nan
I,W,2749423,88,nan
I,W,2749723,1,nan
I,W,2749783,1,nan
I,W,2749787,19,nan
I,W,2749834,1,nan
I,W,2749836,1,nan
I,W,2749848,1,nan
I,W,2749867,2,nan
I,W,2750276,1,nan
I,W,2750980,2,nan
I,W,2750988,46,nan
I,W,2750989,6,nan
I,W,2750995,72,nan
I,W,2750997,13,nan
I,W,2751002,11,nan
I,W,2751003,4453,nan
I,W,2751010,91,nan
I,W,2751018,104,nan
I,W,2751019,1,nan
I,W,2751030,9,nan
I,W,2751042,2,nan
I,W,2751052,2,nan
I,W,2751098,4,nan
I,W,2751148,1,nan
I,W,2751196,5,nan
I,W,2751258,1,nan
I,W,2751311,2,nan
I,W,2751405,24,nan
I,W,2751497,351,nan
I,W,2751879,1,nan
I,W,2751947,1,nan
I,W,2752197,1,nan
I,W,2752198,1,nan
I,W,2752504,2,nan
I,W,2752506,54,nan
I,W,2752514,2,nan
I,W,2752651,1,nan
I,W,2752663,27,nan
I,W,2752801,49,nan
I,W,2752817,31,nan
I,W,2752834,45,nan
I,W,2752835,1,nan
I,W,2752846,2,nan
I,W,2752856,2,nan
I,W,2752872,143,nan
I,W,2752874,1,nan
I,W,2752991,3,nan
I,W,2753044,1,nan
I,W,2753225,1,nan
I,W,2753280,131,nan
I,W,2753284,1,nan
I,W,2753535,5,nan
I,W,2753545,1,nan
I,W,2753691,1,nan
I,W,2753796,1,nan
I,W,2753869,1,nan
I,W,2753879,1,nan
I,W,2753896,1,nan
I,W,2753907,1,nan
I,W,2753918,3,nan
I,W,2753948,2,nan
I,W,2753963,53,nan
I,W,2754249,2,nan
I,W,2754260,2,nan
I,W,2754319,2,nan
I,W,2754323,2,nan
I,W,2754332,108,nan
I,W,2754461,2,nan
I,W,2754465,19,nan
I,W,2754468,3,nan
I,W,2754477,16,nan
I,W,2754481,14,nan
I,W,2754482,3,nan
I,W,2754483,995,nan
I,W,2754485,44,nan
I,W,2754487,66,nan
I,W,2754492,2,nan
I,W,2754498,2,nan
I,W,2754509,4,nan
I,W,2754549,1,nan
I,W,2755134,2,nan
I,W,2755583,1,nan
I,W,2755773,12,nan
I,W,2755882,1,nan
I,W,2755999,1,nan
I,W,2756063,1,nan
I,W,2756077,1,nan
I,W,2756154,1,nan
I,W,2756401,1,nan
I,W,2756487,1,nan
I,W,2756726,1,nan
I,W,2756928,1,nan
I,W,2756951,1,nan
I,W,2757123,1,nan
I,W,2757292,1,nan
I,W,2757314,1,nan
I,W,2757418,1,nan
I,W,2757497,7,nan
I,W,2757891,1,nan
I,W,2758260,3,nan
I,W,2758264,3,nan
I,W,2758288,1,nan
I,W,2758526,32,nan
I,W,2758527,1,nan
I,W,2758529,1,nan
I,W,2758801,1,nan
I,W,2758945,2,nan
I,W,2758959,3,nan
I,W,2758973,68,nan
I,W,2759017,1,nan
I,W,2759177,4,nan
I,W,2759394,7,nan
I,W,2759662,2,nan
I,W,2759874,1,nan
I,W,2760113,1,nan
I,W,2760123,22,nan
I,W,2760301,117,nan
I,W,2760302,2,nan
I,W,2760319,19,nan
I,W,2760447,14,nan
I,W,2760448,1,nan
